institut,loebetid,aktuel_kurs,max_antal_afdragsfrie_aar,kuponrente,isin
TotalKredit,30,65.65,10.0,0.5,DKK000953091
TotalKredit,30,95.75,30.0,5.0,DKK000953946
TotalKredit,30,90.85,30.0,4.0,DKK000953687
TotalKredit,30,83.55,30.0,3.0,DKK000953520
TotalKredit,30,80.1,30.0,2.5,DKK000953482
TotalKredit,30,76.1,30.0,2.0,DKK000953288
TotalKredit,30,69.5,30.0,1.5,DKK000953202
TotalKredit,30,62.4,30.0,1.0,DKK000953105
TotalKredit,20,95.75,0.0,4.0,DKK000953954
TotalKredit,20,90.65,0.0,3.0,DKK000953717
TotalKredit,20,85.5,0.0,2.0,DKK000953555
TotalKredit,20,82.6,0.0,1.5,DKK000953423
TotalKredit,20,78.8,0.0,1.0,DKK000952931
TotalKredit,20,75.45,0.0,0.5,DKK000952710
TotalKredit,10,97.25,0.0,3.0,DKK000953962
TotalKredit,10,94.0,0.0,2.0,DKK000953725
TotalKredit,10,90.55,0.0,1.0,DKK000953571
TotalKredit,10,87.15,0.0,0.0,DKK000952966
TotalKredit,10,86.55,0.0,-0.5,DKK000953059
