institut,loebetid,aktuel_kurs,max_antal_afdragsfrie_aar,kuponrente,isin
Nordea,30,94.45,0.0,4.0,DK0002054949
Nordea,30,88.3,0.0,3.0,DK0002053891
Nordea,30,85.15,0.0,2.5,DK0002053461
Nordea,30,82.05,0.0,2.0,DK0002053032
Nordea,30,76.85,0.0,1.5,DK0002050368
Nordea,30,72.4,0.0,1.0,DK0002047224
Nordea,30,67.25,0.0,0.5,DK0002048701
Nordea,20,95.975,0.0,4.0,DK0002056134
Nordea,20,91.125,0.0,3.0,DK0002054436
Nordea,20,86.05,0.0,2.0,DK0002053545
Nordea,20,82.8,0.0,1.5,DK0002051176
Nordea,20,78.875,0.0,1.0,DK0002050285
Nordea,20,76.125,0.0,0.5,DK0002047141
Nordea,20,74.375,0.0,0.0,DK0002049279
Nordea,15,95.975,0.0,4.0,DK0002056134
Nordea,15,91.125,0.0,3.0,DK0002054436
Nordea,15,86.05,0.0,2.0,DK0002053545
Nordea,15,82.8,0.0,1.5,DK0002051176
Nordea,15,78.875,0.0,1.0,DK0002050285
Nordea,10,87.075,0.0,0.0,DK0002048628
TotalKredit,30,97.7,0.0,5.0,DKK000953911
TotalKredit,30,94.2,0.0,4.0,DKK000953741
TotalKredit,30,91.37,0.0,3.5,DKK000953709
TotalKredit,30,88.15,0.0,3.0,DKK000953547
TotalKredit,30,84.95,0.0,2.5,DKK000953512
TotalKredit,30,81.9,0.0,2.0,DKK000952850
TotalKredit,30,76.5,0.0,1.5,DKK000952761
TotalKredit,30,71.9,0.0,1.0,DKK000952729
TotalKredit,30,66.9,0.0,0.5,DKK000953024
TotalKredit,30,96.65,10.0,5.0,DKK000953938
TotalKredit,30,92.97,10.0,4.0,DKK000953768
TotalKredit,30,89.87,10.0,3.5,DKK000953695
TotalKredit,30,86.45,10.0,3.0,DKK000953539
TotalKredit,30,83.05,10.0,2.5,DKK000953490
TotalKredit,30,79.1,10.0,2.0,DKK000952869
TotalKredit,30,72.9,10.0,1.5,DKK000952842
TotalKredit,30,67.75,10.0,1.0,DKK000952737
TotalKredit,30,65.65,10.0,0.5,DKK000953091
TotalKredit,30,95.75,30.0,5.0,DKK000953946
TotalKredit,30,90.85,30.0,4.0,DKK000953687
TotalKredit,30,83.55,30.0,3.0,DKK000953520
TotalKredit,30,80.1,30.0,2.5,DKK000953482
TotalKredit,30,76.1,30.0,2.0,DKK000953288
TotalKredit,30,69.5,30.0,1.5,DKK000953202
TotalKredit,30,62.4,30.0,1.0,DKK000953105
TotalKredit,20,95.75,0.0,4.0,DKK000953954
TotalKredit,20,90.65,0.0,3.0,DKK000953717
TotalKredit,20,85.5,0.0,2.0,DKK000953555
TotalKredit,20,82.6,0.0,1.5,DKK000953423
TotalKredit,20,78.8,0.0,1.0,DKK000952931
TotalKredit,20,75.45,0.0,0.5,DKK000952710
TotalKredit,10,97.25,0.0,3.0,DKK000953962
TotalKredit,10,94.0,0.0,2.0,DKK000953725
TotalKredit,10,90.55,0.0,1.0,DKK000953571
TotalKredit,10,87.15,0.0,0.0,DKK000952966
TotalKredit,10,86.55,0.0,-0.5,DKK000953059
