institut,loebetid,aktuel_kurs,max_antal_afdragsfrie_aar,kuponrente,isin
Nordea,30,85.725,0,2.5,DK0002053461
Nordea,30,82.6,0,2.0,DK0002053032
Nordea,30,77.45,0,1.5,DK0002050368
Nordea,30,72.875,0,1.0,DK0002047224
Nordea,30,67.875,0,0.5,DK0002048701
Nordea,20,96.4,0,4.0,DK0002056134
Nordea,20,91.575,0,3.0,DK0002054436
Nordea,20,86.375,0,2.0,DK0002053545
Nordea,20,83.375,0,1.5,DK0002051176
Nordea,20,79.5,0,1.0,DK0002050285
Nordea,20,76.6,0,0.5,DK0002047141
Nordea,20,75.0,0,0.0,DK0002049279
Nordea,15,96.4,0,4.0,DK0002056134
Nordea,15,91.575,0,3.0,DK0002054436
Nordea,15,86.375,0,2.0,DK0002053545
Nordea,15,83.375,0,1.5,DK0002051176
Nordea,15,79.5,0,1.0,DK0002050285
Nordea,10,87.35,0,0.0,DK0002048628
